headline,publisher,date,stock,clean_text,label,confidence,label_adjusted
Trump seeks ways to ease farmer anger over biofuel policy - Reuters,Seeking Alpha,8/20/2019 0:00,CORN,trump seeks ways ease farmer anger biofuel policy reuters,neutral,0.998658299,neutral
Cleveland-Cliffs Shares Up 16% YTD: What's Driving the Stock?,Zacks,12/13/2018 0:00,CF,cleveland cliffs shares ytd driving stock,neutral,0.999997616,neutral
Looking For Contrarians In The Precious Metals Market? Here They Are,Seeking Alpha,11/9/2016 0:00,EGO,looking contrarians precious metals market,negative,0.99995625,negative
"Zacks.com featured highlights include: Shoe Carnival, Arrow, Lithia, Grand Canyon Education and Intuit",Zacks,6/20/2018 0:00,LOPE,zacks com featured highlights include shoe carnival arrow lithia grand canyon education intuit,negative,0.999996901,negative
"Nexstar Media Group, Inc. (NXST) CEO Perry Sook on Q1 2019 Results - Earnings Call Transcript",Seeking Alpha,5/8/2019 0:00,NXST,nexstar media group inc nxst ceo perry sook results earnings call transcript,negative,0.99992609,negative
BoE Eyed Ahead Of Next Week's Fed Meeting,Seeking Alpha,9/10/2015 0:00,PGJ,boe eyed ahead next week fed meeting,negative,0.999958634,negative
Rice Energy's a holiday bargain - Goldman,Seeking Alpha,12/16/2016 0:00,XOP,rice energy holiday bargain goldman,negative,0.999231458,negative
Will John Wiley Gain from Transition to Digital Media? - Analyst Blog,Zacks,9/26/2014 0:00,SSP,john wiley gain transition digital media analyst blog,negative,0.999192655,negative
Lighthouse Advisors Public Letter Q1 2018,Seeking Alpha,5/31/2018 0:00,XPP,lighthouse advisors public letter,negative,0.999557793,negative
Can This Omni-Channel Specialty Retailer Continue To Outperform And Beat The Sector?,Seeking Alpha,3/30/2016 0:00,ARO,omni channel specialty retailer continue outperform beat sector,neutral,0.999999881,neutral
Will McClatchy (MNI) Report Negative Q1 Earnings? What You Should Know,Zacks,4/19/2019 0:00,MNI,mcclatchy mni report negative earnings know,positive,0.999998331,positive
Northern Oil And Gas Makes A $310 Million Acquisition,Seeking Alpha,4/29/2019 0:00,NOG,northern oil gas makes million acquisition,negative,0.999990463,negative
Is the mortgage REIT business going out of business?,Seeking Alpha,1/20/2016 0:00,AMTG,mortgage reit business going business,negative,0.999287784,negative
TPG Specialty Lending (TSLX) Presents At Wells Fargo Investment Thought Leadership Forum 2017 - Slideshow,Seeking Alpha,12/7/2017 0:00,TSLX,tpg specialty lending tslx presents wells fargo investment thought leadership forum slideshow,negative,0.999981403,negative
"Marriott Sets Foot in Malaysia, Opens Ritz-Carlton Hotel",Zacks,9/27/2017 0:00,HLT,marriott sets foot malaysia opens ritz carlton hotel,negative,0.999994755,negative
Stocks Shave More Losses; Papa Murphy's Breaks Out,Investor's Business Daily,6/15/2015 0:00,TASR,stocks shave losses papa murphy breaks,negative,0.98693651,negative
Fusion Announces Closing of its Public Offering of Common Stock and Underwriters' Full ...,GuruFocus,2/6/2018 0:00,FSNN,fusion announces closing public offering common stock underwriters full,negative,0.999890208,negative
Leveraged loan default rate to head lower this month - Fitch,Seeking Alpha,1/19/2017 0:00,BHL,leveraged loan default rate head lower month fitch,neutral,0.474217415,neutral
"FILING DEADLINE--Kuznicki Law PLLC Announces Class Actions on Behalf of Shareholders of YRCW, ...",GuruFocus,2/17/2019 0:00,YRCW,filing deadline kuznicki law pllc announces class actions behalf shareholders yrcw,negative,0.999988317,negative
Oil prices slide as Russia says wait and see on production cuts,Seeking Alpha,11/19/2018 0:00,XLE,oil prices slide russia says wait see production cuts,negative,0.891275108,negative
4 Transportation Stocks Set to Beat Q4 Earnings Estimates,Zacks,2/12/2018 0:00,CPA,transportation stocks set beat earnings estimates,neutral,1,positive
"Hillcrest Asset Management LLC Buys Outfront Media Inc, Veritex Holdings Inc, Dave & ...",GuruFocus,5/10/2019 0:00,VRNT,hillcrest asset management llc buys outfront media inc veritex holdings inc dave,negative,0.999982595,negative
Ex-Dividend Call Option Strategies For Buyers And Sellers,Seeking Alpha,2/4/2016 0:00,HCP,dividend call option strategies buyers sellers,negative,0.999984264,negative
Kimco And Brixmor: Which Is A Better Buy?,Seeking Alpha,6/20/2018 0:00,KIM,kimco brixmor better buy,neutral,0.999991894,neutral
Weighing The Week Ahead: The Never-Ending Rally,Seeking Alpha,12/8/2019 0:00,USDU,weighing week ahead never ending rally,positive,0.992256284,positive
A Safe Place To Hide - Inflation And The Bond Markets,Seeking Alpha,2/16/2018 0:00,JFR,safe place hide inflation bond markets,neutral,0.975664377,neutral
Top Insider Trades: END KFN OPK SMG,TheStreet.Com,1/8/2013 0:00,SMG,top insider trades end kfn opk smg,negative,0.999994516,negative
"Weekly Guru Bargains Highlights: TOT, NOV, APC, FCX, HAL",GuruFocus,1/12/2015 0:00,NOV,weekly guru bargains highlights tot nov apc fcx hal,negative,0.999995828,negative
When Enough Is Never Enough: Four-Pocket Retirement Strategy,Seeking Alpha,3/23/2017 0:00,MAIN,enough never enough four pocket retirement strategy,negative,0.997842312,negative
6 Housing Stocks With Curbside Appeal,TheStreet.Com,5/8/2012 0:00,HME,housing stocks curbside appeal,negative,0.5200333,negative
Delek Group Announces Consolidated Third Quarter —…–9 Results,GuruFocus,12/2/2019 0:00,DKL,delek group announces consolidated third quarter results,negative,0.999812067,negative
Markets Up on COVID-19 Treatment Data,Zacks,4/17/2020 0:00,GILD,markets covid treatment data,negative,0.999989986,negative
BofA Considering Sale of MSRs - Analyst Blog,Zacks,1/7/2013 0:00,WAC,bofa considering sale msrs analyst blog,negative,0.999690652,negative
"The 1-Minute Market Report - August 16, 2019",Seeking Alpha,8/19/2019 0:00,TZA,minute market report august,negative,0.999972463,negative
By The Numbers: Investment Ideas In Growth Stocks,Seeking Alpha,1/24/2018 0:00,BOOT,numbers investment ideas growth stocks,negative,0.677761078,negative
Solid Global Equity Growth Should Carry Into 2018 - But Risks Loom,Seeking Alpha,1/3/2018 0:00,CFA,solid global equity growth carry risks loom,neutral,1,neutral
Dion's Tuesday ETF Winners and Losers,webmaster,3/30/2010 0:00,VNM,dion tuesday etf winners losers,positive,0.973888695,positive
Travelers Upgraded to Outperform - Analyst Blog,Zacks,2/20/2013 0:00,TRV,travelers upgraded outperform analyst blog,neutral,0.999999523,neutral
"Market Volatility Bulletin: Indexes Up, VIX Way Up?",Seeking Alpha,2/16/2017 0:00,XLP,market volatility bulletin indexes vix way,negative,0.995892882,negative
"How to Time the Markets Like an Investing Pro - February 12, 2020",Zacks,2/12/2020 0:00,ALGT,time markets like investing pro february,negative,0.999775112,negative
Edge Wealth Management LLC Buys iShares U.S. ...,GuruFocus,10/19/2017 0:00,PFF,edge wealth management llc buys ishares,negative,0.999981046,negative
"Like I Said, Coal's on the Mend: KOL, BTU, ANR, & UNG in Focus",Small Cap Network,10/12/2012 0:00,BTU,like said coal mend kol btu anr ung focus,negative,0.999996066,negative
Stocks Generating Improved Relative Strength: Chemical Financial,Investor's Business Daily,6/20/2018 0:00,CHFC,stocks generating improved relative strength chemical financial,neutral,0.999999642,neutral
LiqTech closes BS Plastics deal,Seeking Alpha,9/4/2019 0:00,LIQT,liqtech closes plastics deal,negative,0.99998486,negative
June And July Commodity Seasonality Stats,Seeking Alpha,6/15/2018 0:00,UGL,june july commodity seasonality stats,negative,0.99990344,negative
Consolidation sweeps over semiconductor industry,Seeking Alpha,10/19/2015 0:00,SOXS,consolidation sweeps semiconductor industry,positive,0.713007092,positive
Brookfield - Real Assets Real Returns,GuruFocus,6/5/2013 0:00,BIP,brookfield real assets real returns,negative,0.99986434,negative
F5 Networks (FFIV) Q1 Earnings and Revenues Beat Estimates,Zacks,1/25/2018 0:00,IIN,networks ffiv earnings revenues beat estimates,neutral,1,positive
"Darrell & King Llc Buys Bank of Americaoration, Fluor, BB&T, Sells Cheesecake Factory, ...",GuruFocus,2/17/2017 0:00,BBT,darrell king llc buys bank americaoration fluor sells cheesecake factory,negative,0.999985099,negative
"Mazor Robotics beats by $0.05, beats on revenue",Seeking Alpha,2/16/2017 0:00,MZOR,mazor robotics beats beats revenue,neutral,0.999999642,positive
"BNY Mellon Wealth Management Names Steve Kutz as Regional President in Los Angeles, CA",GuruFocus,5/20/2020 0:00,BK,bny mellon wealth management names steve kutz regional president los angeles,negative,0.999994159,negative
Oil-Dri's (ODC) CEO Dan Jaffee on Q3 2015 Results - Earnings Call Transcript,Seeking Alpha,6/9/2015 0:00,ODC,oil dri odc ceo dan jaffee results earnings call transcript,negative,0.999889851,negative
Eagle Point declares $0.20 dividend,Seeking Alpha,4/2/2018 0:00,ECC,eagle point declares dividend,negative,0.996905029,negative
Mallinckrodt not quite there on debt exchange offer,Seeking Alpha,11/20/2019 0:00,MNK,mallinckrodt quite debt exchange offer,negative,0.999879599,negative
"After Trump Win, Muni Investors Rack Up Losses",Seeking Alpha,11/17/2016 0:00,MFM,trump win muni investors rack losses,positive,0.99937278,positive
Alpha and Omega Semiconductor Limited 2020 Q1 - Results - Earnings Call Presentation,Seeking Alpha,11/5/2019 0:00,AOSL,alpha omega semiconductor limited results earnings call presentation,negative,0.99997592,negative
Kroger Is Winning The Grocery Wars,Seeking Alpha,5/14/2015 0:00,KR,kroger winning grocery wars,neutral,0.999752462,neutral
"The Best REIT to Buy in September Just Earned a ""Perfect Grade""",TalkMarkets,9/15/2019 0:00,VNO,best reit buy september earned perfect grade,neutral,0.99999845,neutral
The Paris Climate Agreement Is Being Ratified... Now What?,Seeking Alpha,10/6/2016 0:00,TOT,paris climate agreement ratified,negative,0.999985933,negative
Astronics sells semiconductor system level test technology for $185M,Seeking Alpha,11/14/2018 0:00,ATRO,astronics sells semiconductor system level test technology,negative,0.999953151,negative
Meredith Corporation (MDP) Raises Quarterly Dividend 6% - Analyst Blog,Zacks,2/3/2015 0:00,MSO,meredith corporation mdp raises quarterly dividend analyst blog,negative,0.997764111,negative
Stocks Showing Rising Market Leadership: Baxter International Earns 83 RS Rating,Investor's Business Daily,11/9/2017 0:00,BAX,stocks showing rising market leadership baxter international earns rating,neutral,1,neutral
Notable earnings before Tuesday's open,Seeking Alpha,6/3/2019 0:00,CMD,notable earnings tuesday open,negative,0.999989629,negative
"Enbridge says open to re-route Line 5, wants to work with Wisconsin tribe",Seeking Alpha,7/25/2019 0:00,ENB,enbridge says open route line wants work wisconsin tribe,negative,0.999999642,negative
CNO Financial enters into agreement with Epsilon,Seeking Alpha,9/29/2016 0:00,CNO,cno financial enters agreement epsilon,negative,0.999940753,negative
Dow Jones Almost Wipes Away 900-Point Loss; Can You Profit In This Sector In 2020?,Investor's Business Daily,3/23/2020 0:00,NOW,dow jones almost wipes away point loss profit sector,negative,0.697616935,negative
Wall Street Breakfast: Jingle All The Way?,Seeking Alpha,12/27/2018 0:00,SNP,wall street breakfast jingle way,negative,0.99707377,negative
5 ETFs to Ride on Highest Core U.S. Inflation Rate in a Year,Zacks,9/13/2019 0:00,CARZ,etfs ride highest core inflation rate year,neutral,0.984642208,neutral
"Mellanox Technologies, Ltd. (MLNX) CEO Eyal Waldman on Q4 2014 Results - Earnings Call Transcript",Seeking Alpha,1/28/2015 0:00,MLNX,mellanox technologies ltd mlnx ceo eyal waldman results earnings call transcript,negative,0.999826729,negative
Telecity Buys Interxion; Data Center M&A Heating Up,Investor's Business Daily,2/11/2015 0:00,COR,telecity buys interxion data center heating,negative,0.998274922,negative
Nucor Adds to Bullish Earnings Train,webmaster,4/21/2011 0:00,STLD,nucor adds bullish earnings train,neutral,1,neutral
"Continental Slashes 2020 Capex by 55%, Output to Decline 5%",Zacks,3/20/2020 0:00,CLR,continental slashes capex output decline,positive,0.992541075,positive
International Speedway Corporation (ISCA) on Q2 2018 Results - Earnings Call Transcript,Seeking Alpha,7/5/2018 0:00,ISCA,international speedway corporation isca results earnings call transcript,negative,0.99957186,negative
"Illumina Earnings Beat Easily, Guides Up - Analyst Blog",Zacks,7/24/2013 0:00,MDVN,illumina earnings beat easily guides analyst blog,neutral,0.999999881,positive
Keysight Q4 2019 Earnings Preview,Seeking Alpha,11/25/2019 0:00,KEYS,keysight earnings preview,negative,0.999801338,negative
Middleby Shows Rising Relative Price Performance; Still Shy Of Key Threshold,Investor's Business Daily,2/9/2018 0:00,MIDD,middleby shows rising relative price performance still shy key threshold,neutral,0.964902461,neutral
"A High-Yield, Low-Price Stock That's Traded In A Tight Range For 5 Years Is Great For My Immediate Income Stream",Seeking Alpha,6/28/2015 0:00,FTR,high yield low price stock traded tight range years great immediate income stream,neutral,0.999998569,neutral
New Strong Buy Stocks for August 22nd,Zacks,8/22/2019 0:00,AGRX,new strong buy stocks august,neutral,1,neutral
"Baxter (BAX) Banks on Portfolio Strength, Strategic Buyouts",Zacks,3/27/2018 0:00,CNC,baxter bax banks portfolio strength strategic buyouts,neutral,0.999991536,neutral
EDWARDS LIFESCIENCES',Investor's Business Daily,7/29/2014 0:00,EW,edwards lifesciences,negative,0.970714033,negative
Lowest P/E Stocks in Soros Portfolio,GuruFocus,10/12/2013 0:00,CF,lowest stocks soros portfolio,positive,0.946332574,positive
Not All Returns Are Equal,Seeking Alpha,10/23/2018 0:00,VUG,returns equal,negative,0.999828577,negative
Natural Gas ETFs Struggle on Cool Weather Forecast - ETF News And Commentary,Zacks,7/29/2013 0:00,DGAZ,natural gas etfs struggle cool weather forecast etf news commentary,positive,0.999939203,positive
"Huntington (HBAN) Q2 Earnings Beat Estimates, Revenues Rise",Zacks,7/25/2018 0:00,HBAN,huntington hban earnings beat estimates revenues rise,neutral,1,positive
W.W. Grainger EPS beats views,Investor's Business Daily,1/25/2012 0:00,GWW,grainger eps beats views,neutral,0.999994636,neutral
Xencor Shows Rising Price Performance With Jump To 86 RS Rating,Investor's Business Daily,8/16/2019 0:00,XNCR,xencor shows rising price performance jump rating,neutral,0.999999881,neutral
First American Financial declares $0.42 dividend,Seeking Alpha,11/5/2019 0:00,FAF,first american financial declares dividend,negative,0.999297023,negative
Analysts Estimate Core-Mark (CORE) to Report a Decline in Earnings: What to Look Out for,Zacks,2/22/2019 0:00,CORE,analysts estimate core mark core report decline earnings look,positive,0.999999762,positive
Macquarie (MIC) Earnings & Revenues Miss Estimates in Q3,Zacks,11/1/2018 0:00,CTAS,macquarie mic earnings revenues miss estimates,positive,0.999999642,positive
Melior Announces Filing of Third Quarter Financials and MD&A,GuruFocus,5/25/2016 0:00,MLR,melior announces filing third quarter financials,negative,0.999961257,negative
Real Estate Dip,TalkMarkets,7/30/2019 0:00,XLE,real estate dip,negative,0.974829316,negative
FibroGen (FGEN) Q2 Earnings and Revenues Top Estimates,Zacks,8/8/2019 0:00,FGEN,fibrogen fgen earnings revenues top estimates,neutral,0.980199397,neutral
"Hunting Hill Global Capital, LLC Buys Red Hat Inc, Celgene Corp, iShares China Large-Cap, Sells ...",GuruFocus,5/15/2019 0:00,RHT,hunting hill global capital llc buys red hat inc celgene corp ishares china large cap sells,negative,0.99994266,negative
